sample	height&met_zeb:neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	height&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	height&neo_oli:neo_pul	height&neo_bri:neo_gra:neo_mar	height&neo_gra:neo_mar	Ne&met_zeb	Ne&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	Ne&neo_oli:neo_pul	Ne&neo_pul	Ne&neo_oli	Ne&neo_bri:neo_gra:neo_mar	Ne&neo_gra:neo_mar	Ne&neo_gra	Ne&neo_mar	Ne&neo_bri	Ne&met_zeb:neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	mig&met_zeb&neo_bri	mig&met_zeb&neo_gra	mig&met_zeb&neo_mar	mig&met_zeb&neo_oli	mig&met_zeb&neo_pul	mig&met_zeb&neo_oli:neo_pul	mig&met_zeb&neo_gra:neo_mar	mig&met_zeb&neo_bri:neo_gra:neo_mar	mig&met_zeb&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	mig&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul&met_zeb	mig&neo_oli:neo_pul&met_zeb	mig&neo_oli:neo_pul&neo_bri	mig&neo_oli:neo_pul&neo_gra	mig&neo_oli:neo_pul&neo_mar	mig&neo_oli:neo_pul&neo_gra:neo_mar	mig&neo_oli:neo_pul&neo_bri:neo_gra:neo_mar	mig&neo_pul&met_zeb	mig&neo_pul&neo_bri	mig&neo_pul&neo_gra	mig&neo_pul&neo_mar	mig&neo_pul&neo_oli	mig&neo_oli&met_zeb	mig&neo_oli&neo_bri	mig&neo_oli&neo_gra	mig&neo_oli&neo_mar	mig&neo_oli&neo_pul	mig&neo_bri:neo_gra:neo_mar&met_zeb	mig&neo_bri:neo_gra:neo_mar&neo_oli:neo_pul	mig&neo_gra:neo_mar&met_zeb	mig&neo_gra:neo_mar&neo_bri	mig&neo_gra:neo_mar&neo_oli:neo_pul	mig&neo_gra&met_zeb	mig&neo_gra&neo_bri	mig&neo_gra&neo_mar	mig&neo_gra&neo_oli	mig&neo_gra&neo_pul	mig&neo_gra&neo_oli:neo_pul	mig&neo_mar&met_zeb	mig&neo_mar&neo_bri	mig&neo_mar&neo_gra	mig&neo_mar&neo_oli	mig&neo_mar&neo_pul	mig&neo_mar&neo_oli:neo_pul	mig&neo_bri&met_zeb	mig&neo_bri&neo_gra	mig&neo_bri&neo_mar	mig&neo_bri&neo_oli	mig&neo_bri&neo_pul	mig&neo_bri&neo_oli:neo_pul	mig&neo_bri&neo_gra:neo_mar	
82	9.19996962979172	2.59764778348304	0.912332327982995	1.43406110215218	1.43192997967569	1.05244286820545	0.621212651800598	0.642889075990032	0.633868300503379	0.871334021628002	1.41138215773586	0.573602297079552	0.39991619594176	1.41561329350413	1.10443088676749	0.519911018950238	0	0	0	0	0	0	0	0	0	0	0	0	0.399113184074045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0982381779188698	0	0	0	0	0	0	0.405944812382855	0	0	
83	9.19996229097957	2.45141365916502	0.460534832307743	1.94942501186776	1.63435910310541	1.5459061987635	0.861975826809162	0.940467251880822	0.406329577106846	0.688458077716284	1.15211403113101	1.80523101620591	0.423111472409446	0.654718245667247	1.12473201151421	1.05158939933189	0	0	0	0	0	0	0	0	0	0	0	0	0.0863388765659302	0	0	0	0	0	0	0	0	0	0	0	0.235360544630269	0	0	0	0	0	0	0	0	0	0	0	0.0201729262081821	0	0	0	0	0	0	0	0	0	0	0.744059232509038	0	0	
84	9.19992430940883	2.21673818083597	1.07323701849582	1.5141886198616	1.40990243206893	0.722998629275414	0.964404108136127	0.702737874885761	0.948322972859784	0.821308826848447	1.29630646898803	0.5004774799656	0.528709868621718	0.309440430154773	0.530029755525713	1.15382860020967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20626154982053	0	0	0	0	0	0	0.139711454686419	0	0	0.384128371878206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32914238644974	0	
85	9.19994774237252	2.09544113332741	1.05380302131266	1.11404202577703	1.11305271564199	2.0491134074101	0.816034973031663	0.540919461499864	0.411230650172555	3.18414173611186	1.27484331886287	1.0826064458808	1.07762917138591	0.387366077851786	0.610910413776002	0.559738031924369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.159396010475086	0	0	0.337208781876787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.399222478845611	0	0	
86	9.19995041644448	1.97056080787922	1.03774341460891	1.42918576630848	1.3210126865924	1.1567048733649	0.896285324049439	0.706020827662412	0.483123243291833	0.498728191582672	1.43764770620492	0.556614994679333	0.588783072830901	0.599712624683081	0.349058805412086	1.17904510726449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0790875210123378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.414699461223834	0	0	
87	9.19995568857387	1.71179439873754	0.629855451174892	1.67726813363687	1.62669221923918	0.824760813420709	0.908190835219075	0.521134682737503	0.480978583292321	0.514034629497639	0.981172113681956	0.977250823261898	0.968161394856411	0.931219782323218	0.697086747502693	0.683366643205321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.386630618572215	0	0	0	0	0	0	0.214068137066425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
88	9.19990284008508	1.77816775355021	0.380555224886525	1.38356110386584	1.26314797813591	1.484523077388	1.14143451379335	1.3168385077719	2.78040855305064	1.26319796771077	2.74484517573814	2.18951899561151	4.45819742899164	1.52974442153296	0.746652766480295	1.39640531311959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.566873867629702	0	0	0	0	0	0	0	0	0	0	0	0.319207901564328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
89	9.19990358892765	1.83649748068156	0.0289215590710574	1.7837846439077	1.42372464651381	0.962182474019785	1.0670327039532	1.868550336158	0.89442652743586	1.06993741979996	1.25555796129564	1.11808809049918	1.55511551021353	1.05823964707934	1.53926486378102	1.68229035500938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.503994265351	0	0	0	0	0	0	0	0	0	0	0	0.229613398484537	0	0	0	0.021644187503624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
90	9.1999950052157	2.21076841864737	0.359512390522932	1.98850888263618	1.20366721909212	1.70093198394441	1.17870161888193	1.45563573915867	3.31173441523639	1.25882817670875	5.4801807491298	3.02415828493983	2.43976275178715	1.84085767008068	1.15726678418725	2.3500843051093	0	0	0	0	0	0	0	0	0	0	0	0.0366936350116007	0	0	0	0	0	0.557288782465058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0360650614397608	0	0	0	0	0	0	0	
91	9.19992670159406	2.72462404882399	0.92026905500616	1.65629360538536	1.48971047982585	0.380161636719701	0.776987404980505	0.662480374245402	1.07722575383957	2.36973652512166	2.66451204322319	2.81958453964235	1.15888615874427	3.58452666006699	0.356544663984814	1.57500940229294	0	0	0	0	0	0	0	0	0	0	0	0.621019869801052	0	0	0	0	0	0.345261275283727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.488146370493465	0	0	0	0	0	0	0	
92	9.19994792207993	2.69045741361123	1.08370171296617	1.59093587222916	1.29067895805369	0.665197387237465	0.744284934641148	0.423947242149705	0.912735139897883	0.269117892235792	2.51342634966791	1.05134020979609	0.33184669920968	0.654707368228987	0.390420428415653	1.26975318146195	0	0	0	0	0	0	0	0	0	0	0	0	0.367300335234758	0	0	0	0	0.27176014138008	0	0	0	0	0	0	0	0	0	0.386807328820028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
93	9.19997140846082	2.6614783240816	0.653255302704191	1.32345432135759	1.07089619600571	0.538283540223254	0.822280099222078	0.498856634684974	0.91565449871706	0.444338827309936	1.73243799870264	1.27599684874113	0.548218328822547	0.505903429975169	0.227201505235057	0.9994718980827	0	0	0	0	0	0	0	0	0	0	0	0	0.399661001367984	0	0	0	0	0.589176352599014	0	0	0	0	0	0	0	0	0	0.213324194967529	0	0	0.187533046334315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
94	9.19992746623013	2.13872246410981	0.910767580828853	0.973507403863574	0.963378171877989	0.544646388218512	0.864943086170376	0.561488095879802	1.59540373148102	1.10784752270253	2.27852977051103	0.90996628423502	1.61589995480663	1.0921169554376	0.438025985652632	0.714504233076335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.514251272862211	0	0	0	0	0	0	0	0	0	0.424272146510302	0	0	0	0	0	0.0286112470848218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
95	9.19999971090486	2.25445197404414	0.837311590505145	1.5114596897528	1.43505024437681	0.649993617503052	0.815955768966657	1.0764751055152	1.24430786839176	1.49729124264406	2.68167177758645	0.917357250550229	1.72270349681394	0.407805345125585	0.472749718795211	0.86874829482871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.174385660518286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0496041535480751	0	0	0	0	0	0	0	0.372977864362335	0	0	
96	9.19998742909868	1.77227522409794	0.799876919048936	1.72406695593031	1.32731658547732	0.329106089512999	0.910837188397976	0.918609527692138	1.47593482770445	1.05082637741656	1.7962083239042	2.11219368255825	0.836007007586418	1.30927490445507	0.674889086046034	0.733809164030565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.107163199575082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
97	9.19999264962421	1.72806228651172	1.04663579650204	1.22384754991068	1.21132640906834	0.452693253830305	1.05917906857253	0.49158650184217	0.404460975290567	0.814996604327146	1.36840959765726	1.11345594731018	0.387266855994555	0.387765419484963	0.466474917484371	0.659367641373182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0358611668942512	0	0	0	0	0	0	0.523994932581356	0	0	0	0	0.157161799341868	0	0	
98	9.19998072058316	2.05876183589377	0.974886394531758	1.89586067258529	1.76492586064694	0.733935020977669	0.975923417875646	0.898779537791541	0.458056606268793	0.903901211822274	1.53501186730123	0.640510669365256	1.56182897256477	1.5116980127236	1.86826133934848	1.09137172296905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.293523258188425	0	0	
99	9.19992919274418	1.82268718929734	0.796126383383789	1.61043293037333	1.46120999379431	0.592020678272343	1.02273206205681	0.555704140288368	0.470919420444385	0.979614620732427	0.69757326779683	0.546700101062497	0.720598640250388	0.896996905169328	0.576189835476018	0.556992813581694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.193763605069642	0	0	0	0	0	0	0.0986526028156271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.047078550997354	0	0	0	0	0	0	0	0.365890767710171	0	0	
100	9.1999175203783	1.68945538808001	0.784841461363418	1.67662233331125	1.05359468821738	0.503433930401135	0.931960944243755	0.679206580553825	0.519086363179123	0.550679827983179	0.660881819574748	1.63080560357152	0.755052761098151	1.14246060187012	0.757838891641288	0.694227881273321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.294668074540795	0	0	0	0	0	0	0	0	0	0.724827158262948	0	0	0	0	0	0	0	0	0	0	0	0	0.255074639348115	0	0	0	0	0	0	0	0	0	
101	9.1999276971193	1.6284638085696	0.910997901974611	1.62044545705181	1.52980264038018	0.201993125037171	1.26055568066004	0.988785870028559	1.48215053502846	1.05120740269692	1.31300317183914	0.546262598038049	1.57616577706107	0.549983813040037	0.241189252465761	1.46704339157638	0	0	0	0	0	0	0	0	0	0	0	0.40106955268205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
102	9.19997520336857	1.95136328738608	1.01498375819377	1.50164090990888	1.23642062059257	0.840513475317382	1.32688761383238	1.33636171171927	0.835640255349175	0.729992816976487	2.40490657440225	1.33822305493831	0.925609425125236	1.89767151892016	0.857226174683323	1.70666971248051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.374463699947075	0	0	
103	9.19990425168054	1.7252977989795	0.697486021474424	1.60692924420079	1.39395383131178	2.10170444325518	0.977980915961306	1.29222208750323	0.570532257877017	0.787116319591308	0.856829792308931	3.40757129258833	1.60533932806468	0.883177137616587	0.896132764691118	1.03817804331944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000139965376278696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.351786786216492	0	0	
104	9.19997378674197	2.04101496363286	1.07927465395025	1.379110584633	1.19581058506811	2.57416461224222	1.07023460651297	0.622916083153113	1.22972093124241	2.96318027085119	1.65498572797098	0.901530931174786	1.04388731921312	0.721066469707908	2.36330633688861	0.979611119280477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.126883674276644	0	0	0	0	0	0	0	0	0	0.0375670172211285	0	0	0	0	0	0	0	0	0	0	0	0	0.272529910388148	0	0	
105	9.19990473304244	1.76449173196199	0.802200032691686	1.74577106477671	1.3948914656331	1.54383644233802	1.04075943590509	0.788304761633306	0.425327785528574	1.00788886590771	0.708967419787103	1.07194258245422	0.480629567915981	0.549482260483464	1.38722238450715	1.37426986829933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.277422077909222	0	0	0	0	0	0	0	0	0	0	0	0.347000305969845	0	0	0.0664352944820134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
106	9.19997589377575	1.58915129949767	0.594204870027986	1.53597597739565	1.48821554509137	0.503850289029811	0.958946929161231	0.80017260076526	0.975946704743124	0.726263187195141	0.994787684189779	1.4466667388991	0.997414813163984	1.09834350214687	1.24039931247225	0.53257810308969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.302437200087651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.229117625395537	0	0	0	0	0	0	0	0	
107	9.19994031819627	1.95857785330259	0.769026108616361	1.92183720661459	1.14104324588452	1.04259863256293	1.0933672356265	1.04293759717784	0.773101459416547	0.912816184503523	0.552904891745961	1.83522895668512	1.34271170969596	0.499747278620273	0.490000204681183	1.85291745748587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.290342301466991	0	0	0	0	0	0.0473566445058627	0.138114107620648	0	0	0	0	0	0.190722698902939	0	0.0441207177846906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.296652635132954	0	0	
108	9.19995909387883	1.84428825191486	0.599354042823302	1.82418235337767	1.28567592666541	2.06847142225645	1.35681866213248	1.4530863841853	0.794697854388753	1.75793473683647	1.01710742535623	1.28114015262085	0.661349949296486	1.77260809463933	0.471114436695585	1.90388805244186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.176910016284969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.169579051914068	0	0	0	
109	9.19999276116042	1.85259089346654	0.205312393391901	1.39598255252235	1.20055009699678	1.07388432536223	1.05809673167262	1.48367900259506	1.20437872219297	1.56787932174456	1.63443712141166	0.837121872292307	1.1374023426829	1.08509805452992	0.64746179452641	1.63007515585138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.966587503812653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0150726468579916	0	0	0	0	0	0	0	0	0	0	0	0	0	
110	9.19992253109567	1.8780379127182	0.487359148879803	1.6647939048732	1.38556716547027	1.43495290903248	1.11728845941459	0.984746217382621	0.556276576534325	0.58842699988648	1.37468263907406	0.936621249163296	0.839617608410838	0.395676050339912	0.674364695874845	2.02075074387671	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0511105771802634	0	0	0	0.464207267848052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0124934372724589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
111	9.19991449579148	2.81173238515576	0.874253431238475	1.56735243648375	1.26355570541634	0.884901493368327	0.785344963678885	0.664432347530227	0.267323670856437	0.408447923296064	1.31477825533994	0.848353900619772	0.387238594176345	1.42290752017127	0.64785545467531	1.21446991460991	0	0	0	0	0	0	0	0	0	0	0	0	0.440530327977023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.990362672089547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.382482319425991	0	0	
112	9.19999660153285	2.47931228298157	1.07052966919553	1.23594892773085	1.18582521421902	0.354016063613799	0.710022726577509	0.525648045656301	0.429892452797857	0.343053356671614	1.36158728288838	1.48500568677808	1.07644526466772	0.715416140247726	0.491962798249973	0.388064307347786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166833200826906	0	0	0.279366425401801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.347913115648799	0	0	
113	9.19996180069385	1.98413606268823	1.27294132626124	1.46222834697087	1.33840278148345	0.445621865391542	0.954322222094489	0.542835680072062	0.707686164137345	1.62157893184667	0.965143385341784	1.12670707429842	0.994608758603259	0.443160916209695	0.413821664183715	1.46310373463976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0167615151394536	0	0.109879927549605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.279872182095216	0	0	
114	9.19994503043223	1.62059525705371	0.531221390033026	1.56293335933839	0.962125230979177	2.49305451420537	1.06606196012237	0.668337621640684	1.16719101676559	0.746643305859671	1.51163336102177	2.92594640982362	1.65283891661764	1.47631489827764	1.06948990887035	0.995467054680127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.359416568347191	0	0	0	0	0	0	0.145277361974419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
