sample	height&met_zeb:neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	height&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	height&neo_mar:neo_oli:neo_pul	height&neo_oli:neo_pul	height&neo_bri:neo_gra	Ne&met_zeb	Ne&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	Ne&neo_mar:neo_oli:neo_pul	Ne&neo_oli:neo_pul	Ne&neo_oli	Ne&neo_pul	Ne&neo_mar	Ne&neo_bri:neo_gra	Ne&neo_gra	Ne&neo_bri	Ne&met_zeb:neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	mig&met_zeb&neo_bri	mig&met_zeb&neo_gra	mig&met_zeb&neo_mar	mig&met_zeb&neo_oli	mig&met_zeb&neo_pul	mig&met_zeb&neo_oli:neo_pul	mig&met_zeb&neo_bri:neo_gra	mig&met_zeb&neo_mar:neo_oli:neo_pul	mig&met_zeb&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	mig&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul&met_zeb	mig&neo_mar:neo_oli:neo_pul&met_zeb	mig&neo_mar:neo_oli:neo_pul&neo_bri:neo_gra	mig&neo_oli:neo_pul&met_zeb	mig&neo_oli:neo_pul&neo_bri	mig&neo_oli:neo_pul&neo_gra	mig&neo_oli:neo_pul&neo_mar	mig&neo_oli:neo_pul&neo_bri:neo_gra	mig&neo_oli&met_zeb	mig&neo_oli&neo_bri	mig&neo_oli&neo_gra	mig&neo_oli&neo_mar	mig&neo_oli&neo_pul	mig&neo_pul&met_zeb	mig&neo_pul&neo_bri	mig&neo_pul&neo_gra	mig&neo_pul&neo_mar	mig&neo_pul&neo_oli	mig&neo_mar&met_zeb	mig&neo_mar&neo_bri	mig&neo_mar&neo_gra	mig&neo_mar&neo_oli	mig&neo_mar&neo_pul	mig&neo_mar&neo_oli:neo_pul	mig&neo_mar&neo_bri:neo_gra	mig&neo_bri:neo_gra&met_zeb	mig&neo_bri:neo_gra&neo_mar	mig&neo_bri:neo_gra&neo_oli:neo_pul	mig&neo_bri:neo_gra&neo_mar:neo_oli:neo_pul	mig&neo_gra&met_zeb	mig&neo_gra&neo_bri	mig&neo_gra&neo_mar	mig&neo_gra&neo_oli	mig&neo_gra&neo_pul	mig&neo_gra&neo_oli:neo_pul	mig&neo_bri&met_zeb	mig&neo_bri&neo_gra	mig&neo_bri&neo_mar	mig&neo_bri&neo_oli	mig&neo_bri&neo_pul	mig&neo_bri&neo_oli:neo_pul	
82	9.19995832897049	1.84665986239026	1.59181539492812	0.896701088826	1.26070519074907	1.77803379215053	1.00808902519749	1.40412691303361	0.734296687055283	1.53767538491944	1.32610880341123	2.94542432611963	1.300565891004	0.562071557278606	0.524244514265246	1.43768667545929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.347532596311348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
83	9.19993628605047	2.17526448623314	2.05815529370735	0.500077463162223	1.39820089264634	2.42913392550943	0.942168855514104	1.73229584884202	2.16017647410871	0.423769968754089	2.10348008423196	0.884284436746631	1.7999570491787	1.61421535071407	0.366815268295135	2.07092161190395	0	0	0	0	0	0	0	0	0	0	0	0	0	0.301785430046827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
84	9.19992767387964	1.82805934447722	1.71591931315332	0.710572086419643	1.56663243351068	1.31343287239527	1.18481743317065	1.58891360835669	0.901049194017352	2.32946863521584	0.287436354858656	1.60531317201966	1.07451855769678	0.701451265166841	2.58351321069938	0.722856077477471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.205943999499754	0	
85	9.19995732546536	1.69800577847171	1.47269547239663	1.12085346368081	1.35000871339386	0.379806671529884	0.868747798188393	0.728531288117533	0.369674778540126	1.27730652278272	0.251974358141437	0.582539347951282	1.04305217521055	0.761692199637511	0.692595487330029	0.65852138586471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.235651928682585	0	
86	9.19994491357887	2.18459302753143	1.91165173048138	1.02340990910932	1.4828359436571	2.40923838824532	0.952272670200726	0.863234014352322	0.457400867425638	0.731475983369087	0.252992732387753	0.292354663739077	1.0109069214155	1.61257665612259	0.969327299340618	1.32073691916837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.412572615210583	0	0	0	0	0	0	0	0	0	0	0	0.504884151150976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
87	9.19995011901621	2.03168106580318	1.95099138485416	0.64623591539069	1.44701600887272	1.89590734201155	1.14063107183046	0.443908247451588	1.14255149888787	1.85924392691108	0.598032177830096	0.809704026593424	1.35338931424699	0.915867392853683	1.32555331765014	1.80119571054076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.133609644230928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.541623251321487	0	
88	9.19999087176657	2.19546190526835	1.96956484773726	0.85338372626282	1.31450475098688	0.343974427444924	1.05301755792189	0.837436746663002	0.723269401928086	0.682433582776208	0.228759612680366	0.572509066456701	2.43196820985722	0.549069768845264	0.447511021444536	1.66637987998254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.242152710387566	0	0	0.180481452031659	0	0	0	0	0.0908436909453947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37517075454281	
89	9.19999519534046	1.90756604454428	1.87108110082355	0.93711161556747	1.59155848127878	0.73053650028491	1.1011281145744	0.986981681200203	0.689828644671906	1.13459900567984	0.577196879088926	0.445165063829309	0.625159934456869	1.10609847295207	0.726522289420165	0.9666542802629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.445096258911644	0	
90	9.19998739240883	1.7415158720743	1.70344263589346	0.839714739474675	1.58255824347936	0.458784875748059	1.02594158353665	0.720082039527766	0.566596997543387	1.0583083399751	0.435795601272603	0.65486859441803	1.1987225894964	0.556527749301851	0.222490809479349	1.153180477343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.298698459637675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.208722912660861	0	
91	9.19990762326524	1.79020983708698	1.55925800232611	0.953561582836644	1.28643051984476	6.42235618501724	1.10814608196639	3.32501065152898	0.760556328732753	1.06556203802765	1.70327596412572	0.967697056886849	2.54485823286481	2.22997497348452	4.665416457746	1.74028939184764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.505376915537779	0	0	0	0	0	0	0	0	0	0	0.129361984100626	0	
92	9.19999672938877	1.79032131938975	1.36801217133101	0.559556674338928	1.28948834539545	3.18884004283859	1.16664952814564	1.84151377659411	1.65834216881672	1.41592134228321	0.632668216366057	0.89731015547961	3.3748500151053	3.85703140373343	0.973827649067435	1.2982971875561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0644750361551619	0	0	0	0	0	0	0	0.207670452990268	0	
93	9.19996377180696	1.70665281952706	1.61360696223557	0.338214508835555	1.24195837389749	0.948473500249325	1.0613249241178	1.71781764783074	1.24513325998326	0.930962991105896	1.46457002508801	1.00978294811071	1.47595019036218	1.06837382234217	0.344360118213144	0.559306700910491	0	0	0	0	0	0	0	0	0	0	0	0	0	0.177476927974621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
94	9.19994304169125	1.93105186696047	1.88531574828219	1.1223984922951	1.85276956480148	0.271987712109093	1.05641867227687	0.580749081839889	0.378006813357765	0.864598257065302	0.451182263436452	0.380845150971742	0.428067836540922	0.515762253015701	0.34397734638063	1.02283158827003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.238832132418458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
95	9.19996241835656	1.910644512994	1.7809880127509	0.785417630388419	1.76016571950614	0.555033610667455	0.672529096160024	1.24893218840662	0.596257180111265	0.498004052522679	0.691860870805779	0.240116924636969	0.651694120923671	0.598526168567931	0.557965465405799	0.626030174241055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019286945728976	0	0	0	0	0	0	0	0.480230372722065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285399395095463	0	0	0	0	0	0	0	0	0	
96	9.19993368222919	1.74032056207344	1.62458702700842	0.697394331100179	1.62115960537152	0.345896116474018	1.13988259174824	1.07215774001604	0.774068125075388	0.42892025449457	0.372307065128889	0.983917783350092	0.700521876864341	0.689548980190574	0.808187490353878	0.895700212995661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0713090991622167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28349494084157	0	
97	9.19994752058085	1.92618788623397	1.80671215507946	0.823917001040864	1.36941188162345	0.803595104639835	1.21849844073636	1.04279502076353	1.02745272059364	1.78900590726409	1.35882401457953	0.964356364692101	1.98787135274551	3.47503348235773	2.55555738548215	1.37406295941939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.479140062705445	0	
98	9.19997592822148	1.66079924819194	1.61930072310086	0.575992051971909	1.46416662246145	1.58424840924818	1.19178270753628	0.633773220498719	0.680277692730342	0.724039803901102	1.65620956171999	1.15415025841666	1.00742794416445	0.407187665322291	0.420435038127592	0.815545629168196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.178222765323058	0	0	0	0	0	0	0.302816383886053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
99	9.19990274648323	1.74833889864693	1.64395111982476	0.674949824372275	1.58874531761921	0.331459646869324	1.09283880240743	0.378013933879157	0.649514839347628	0.643506216923354	0.608673310401316	0.994093676521844	0.736103884843034	0.761150686259894	0.325367111506587	0.794525757181443	0	0	0	0	0	0	0	0	0	0	0	0	0	0.129412836130898	0	0	0	0	0	0	0	0	0	0.588848557238765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
100	9.19991207803221	1.56545786183204	1.53437757627957	0.746803013096927	1.28114463016911	1.15087255387519	1.08005498893038	1.1000656494211	0.966127309913341	1.35095506885084	1.42000798832067	1.8738459803024	0.93122321472515	0.78341386636932	0.540476068699969	0.789014289023764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.280147303715687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.127559855845256	0	0	
101	9.19993402634653	1.76947148290897	1.5780141496114	0.852431871790005	1.5509157455452	0.685383567836454	1.06995096654841	1.3718250602852	0.665649802604983	1.05129669190147	0.834740747048761	0.69363941352604	0.916446088284236	1.00387023367008	0.515663732569397	0.909133174400001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.507441839494228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
102	9.19990060050733	1.73214604445967	1.41157371155415	0.528412909461114	0.887019448014676	1.09553433881492	1.37129914058796	2.18370444300358	0.869037213335422	0.884642021392445	0.818784729376399	1.48138281264066	3.18111294238556	0.797490774301828	1.11946028323987	1.35879926683574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.430391260323068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
103	9.19998745083044	1.96094466730097	1.78818916010909	0.53060001139591	1.38968403679935	1.14321225291954	0.993689949630577	1.34275800585674	0.895591646537675	2.15482363837476	1.28101410613968	1.82532478818825	1.73942722961566	0.90891378164123	0.652524754053221	1.41796387581051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.664105356222321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
