sample	height&met_zeb:neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	height&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	height&neo_bri:neo_gra:neo_oli:neo_pul	height&neo_bri:neo_oli:neo_pul	height&neo_oli:neo_pul	Ne&met_zeb	Ne&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	Ne&neo_bri:neo_gra:neo_oli:neo_pul	Ne&neo_gra	Ne&neo_bri:neo_oli:neo_pul	Ne&neo_bri	Ne&neo_oli:neo_pul	Ne&neo_oli	Ne&neo_pul	Ne&neo_mar	Ne&met_zeb:neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	mig&met_zeb&neo_bri	mig&met_zeb&neo_gra	mig&met_zeb&neo_mar	mig&met_zeb&neo_oli	mig&met_zeb&neo_pul	mig&met_zeb&neo_oli:neo_pul	mig&met_zeb&neo_bri:neo_oli:neo_pul	mig&met_zeb&neo_bri:neo_gra:neo_oli:neo_pul	mig&met_zeb&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	mig&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul&met_zeb	mig&neo_bri:neo_gra:neo_oli:neo_pul&met_zeb	mig&neo_bri:neo_gra:neo_oli:neo_pul&neo_mar	mig&neo_gra&met_zeb	mig&neo_gra&neo_bri	mig&neo_gra&neo_mar	mig&neo_gra&neo_oli	mig&neo_gra&neo_pul	mig&neo_gra&neo_oli:neo_pul	mig&neo_gra&neo_bri:neo_oli:neo_pul	mig&neo_bri:neo_oli:neo_pul&met_zeb	mig&neo_bri:neo_oli:neo_pul&neo_gra	mig&neo_bri:neo_oli:neo_pul&neo_mar	mig&neo_bri&met_zeb	mig&neo_bri&neo_gra	mig&neo_bri&neo_mar	mig&neo_bri&neo_oli	mig&neo_bri&neo_pul	mig&neo_bri&neo_oli:neo_pul	mig&neo_oli:neo_pul&met_zeb	mig&neo_oli:neo_pul&neo_bri	mig&neo_oli:neo_pul&neo_gra	mig&neo_oli:neo_pul&neo_mar	mig&neo_oli&met_zeb	mig&neo_oli&neo_bri	mig&neo_oli&neo_gra	mig&neo_oli&neo_mar	mig&neo_oli&neo_pul	mig&neo_pul&met_zeb	mig&neo_pul&neo_bri	mig&neo_pul&neo_gra	mig&neo_pul&neo_mar	mig&neo_pul&neo_oli	mig&neo_mar&met_zeb	mig&neo_mar&neo_bri	mig&neo_mar&neo_gra	mig&neo_mar&neo_oli	mig&neo_mar&neo_pul	mig&neo_mar&neo_oli:neo_pul	mig&neo_mar&neo_bri:neo_oli:neo_pul	mig&neo_mar&neo_bri:neo_gra:neo_oli:neo_pul	
2368	9.19993236129313	1.93274149849876	1.54238107158147	0.887578666111219	0.358252234409309	1.07777151312748	1.15390256203657	1.74954339609756	2.72738201770323	2.23335816585608	1.51256006777153	1.25343977663037	2.42175608015146	5.47218189582224	0.491305323601197	1.15409703373155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101319624037346	0	0	0	0	
2369	9.19991532591829	1.94702954737807	1.28203333538679	0.688705914479795	0.137563460928537	1.44621460784837	1.25424954083327	2.54414192361645	5.90940207226602	2.90922504977452	5.77856001033322	2.79040096735152	3.27115560567831	10.1647379697884	3.90354089413061	1.89355154861815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.394928716737767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08653334331284	0	0	0	0	
2370	9.19991403639258	1.52474744435618	1.12837886200388	0.926377848768063	0.495863582014222	4.17473568847462	1.12873629062388	3.29022485557974	1.1105954410385	1.53085743425818	2.52549818512767	1.4659803064091	2.0978131916558	1.51307815765486	1.59093413816737	1.01467839814449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2371	9.1999521537895	1.73337312612708	1.70839184880015	1.34531407329697	0.379779465116043	1.05203817931898	1.06846776959998	1.4128128193273	0.558101249676364	0.668835083670386	1.40541920311996	1.6623311943303	1.04621970086094	1.45073576603023	1.26094874576826	1.17521529526027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2372	9.19998043580926	1.77288481653873	1.68194220194881	1.1464356306443	0.690342833506439	1.616347443014	1.1138089114628	1.11542715265255	2.14569637510611	1.16018158950251	1.18484164987207	0.777336189450155	1.39725758793826	0.855074685217956	1.45793409158513	1.64325380392222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2373	9.19994558406583	1.62523323033622	1.6226606811332	1.04140792926133	0.54174944772243	3.01248650822386	1.13801139513284	2.17898047624476	1.40320073785913	1.89743650248078	1.25706814402133	1.02466546639251	1.32530775816037	1.75378056856845	1.50568216592898	1.0512690349215	0	0	0	0	0	0	0	0	0	0	0	4.17287567274923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.201785993581799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2374	9.19992391718704	1.82068991756034	1.81527845299875	1.36967458186943	0.378440321803954	2.47116988015071	1.06344093117377	0.721257420753038	1.22490924913927	1.10473408583309	1.59499147384694	1.15540656246393	0.650428995817439	1.18885963270396	1.22666211030114	1.23115311594207	0	0	0	0	0	0	0	0	0	0	0	0.187629698050642	0	0	0	0	0.10323213103874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.307524940177087	0	0	0	0	0	0	0	0	0.0745025582744836	0	0	0	0	0	
2375	9.19993749421297	2.22491718379986	1.29400863390953	1.17616415639739	0.362295582377231	2.10207739084802	0.784303626143342	3.5812654032961	1.1059453106136	0.813918068248553	0.824160951226171	1.19191005988147	1.89406193512032	0.68343213338653	0.762984988627418	1.11513504150345	0	0	0	0	0	0	0	0	0	0	0	0.0145854374472016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0277218878982848	0	0	0	0.305535075349686	0	0	0.286834462913981	0	0	0	0	0	0.023347403441724	0	0	0	0	0	
2376	9.19997266724412	2.70416349928698	1.68646348051497	1.55276513972157	0.154011767326015	1.13646269667766	0.861886664318085	1.76182533412532	0.31298480140297	0.354009098819475	1.47030575590297	3.33156471500799	0.427933120272228	0.672896179697168	0.170464934484132	1.29722392525872	0	0	0	0	0	0	0	0	0	0	0	0.299975467232986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2377	9.19996960473016	2.41880939162594	1.01389360046777	0.96105435484141	0.338981037864371	0.427462862046338	0.78328868422123	2.04661378030473	0.648885573494851	0.325835114255107	0.947463969281108	0.966757764651376	1.09001652080974	0.629625480117838	0.158520443859502	0.81767051966757	0	0	0	0	0	0	0	0	0	0	0	0.161317646376616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2378	9.19991468022365	2.59089536829612	1.40018806433031	1.10854481205709	0.906407448209513	1.32556080267408	0.59706478353332	1.83859213474229	0.702542053545501	1.20160308992856	0.508849716394838	0.340431402566891	0.475448298317431	0.47330330155538	0.439657722606785	1.0324869674581	0	0	0	0	0	0	0	0	0	0	0	0.340231701857593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.575641065619901	0	0	
2379	9.19997121487832	2.26971819582168	0.965673692164481	0.910349181739536	0.360292790088847	0.86081284624052	0.731896093742209	2.34868584914775	0.678733495214769	1.56935514443893	2.06497960116409	1.0091191622061	1.33635309172828	0.330669851995584	0.521125386775912	0.723577242616683	0	0	0	0	0	0	0	0	0	0	0	0.351378453576055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2380	9.19990818694368	2.30044767010003	1.15735616441852	1.04328198698711	0.50794316437334	1.34958823514301	1.01183101189238	1.9306672633034	1.55525071894996	0.464049460929726	2.58972300633143	1.48338256291256	2.55588625808972	1.33681567306251	0.28416427348141	1.24478260731297	0	0	0	0	0	0	0	0	0	0	0	0.388739994558671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2381	9.19993207004799	1.80258974237431	1.23429326918508	0.822730597975171	0.520191179670191	2.06965974660289	1.10955512034909	1.60226028117689	0.852165264021934	2.22932797494697	1.52904891125566	0.642791291662687	1.09308720255563	0.794858592464702	0.356068728659109	0.82921693056421	0	0	0	0	0	0	0	0	0	0	0	0.39830164136871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2382	9.19991148348	2.68333927032691	1.39111933126232	1.11796900376668	0.573974411152443	0.810394625959896	0.925980164342339	1.87673955209582	0.547111265981517	1.03582923081613	0.842814104474545	1.65333520490805	0.809285411541564	0.894165317613559	0.444582535955641	2.09582397892884	0	0	0	0	0	0	0	0	0	0	0	0.375571726200633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2383	9.19990234043153	2.64224233812206	1.23776039091538	0.903276219231247	0.09693046696222	0.982514669124961	0.629496772007953	1.78142089338842	0.992277925347877	1.28885390621436	2.00461561473189	1.5951763385213	1.48616309193791	1.4005664047988	0.21903505855813	1.10800473717867	0	0	0	0	0	0	0	0	0	0	0	0.286309564231539	0	0	0	0	0	0	0	0	0	0	0	0	0	0.163256043249615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2384	9.19990395107814	2.74987454290893	1.4054720587525	1.00240979193604	0.35469563539829	2.02608765721988	0.706590912083959	2.00330463797744	0.933464079270221	0.893462408705109	3.70160103070574	1.70103317349995	3.13891697330277	0.670370473943399	0.278709787300628	0.957819576196636	0	0	0	0	0	0	0	0	0	0	0	0.307106036148711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2385	9.19991795206612	2.57081620486603	1.04937732576434	0.950358901633973	0.412594948698832	0.481442002539237	0.633916679209467	2.34717916833464	0.727810645152542	0.832728579383128	0.890591526513943	1.34983785746311	0.575987217948241	1.13465363936366	0.236227824295226	1.15295319095929	0	0	0	0	0	0	0	0	0	0	0	0.158826819363273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2386	9.19994895580107	2.04225075628911	1.47636782622279	1.02211676877825	0.515865992256839	1.69752853187395	1.40508438579846	2.61664738351954	1.35541434577417	1.2230540241411	0.504810593616317	1.05396084024614	0.741943110557295	0.557790781399303	0.391373723587183	2.09676789641227	0	0	0	0	0	0	0	0	0	0	0	0.489313118233385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2387	9.19993894951776	2.81193608475495	1.66952300750775	1.14271357985421	0.0428652369437229	1.81920656270519	0.778164851003671	2.10265821315992	1.42435573523514	1.11101808584882	1.86312477567084	3.06754127978349	0.33415776545286	1.70167249963969	0.264856872435694	1.17401015309148	0	0	0	0	0	0	0	0	0	0	0	0.258425077474137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0403850167363941	0	0	
2388	9.19990057374889	2.52077567555021	1.39610983730698	1.09501696872732	0.603846200284617	2.92881287213378	0.728303407068255	1.97984456874967	5.60041676619113	1.56463038940096	2.13571442203907	1.87114413441304	1.60948126999011	1.54215091810486	0.699234425651365	1.30392096760285	0	0	0	0	0	0	0	0	0	0	0	0.31921342264726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2389	9.19999424056373	1.94548598241045	1.20267967099955	0.645730788827649	0.201601508419626	0.716959665746157	1.16206419125195	1.65815097984109	0.31996744639832	1.88845738823083	1.70282144268608	2.43043840674047	1.51315853660244	2.94271369476724	0.230456055845237	0.98346833139695	0	0	0	0	0	0	0	0	0	0	0	0.163272524564654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0166541272604106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2390	9.19997300336066	1.90847912267963	1.82654668880963	1.18910874765499	0.195215464864659	1.93356596560504	0.727350841132974	1.24525938933548	2.4734927370035	1.75796000447946	1.8174181317052	1.6174430754996	0.321936712641558	2.63562399781489	0.40234535143464	0.935725946690988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2391	9.19994009731801	2.02796912696289	1.42708552535243	1.02626108279876	0.485931187286679	1.67885467319467	0.935170545093931	2.1339693186102	2.97247477349175	1.54566628280107	2.00712845434116	1.43935967378256	1.72566636227975	1.75201150784115	2.07235652678487	1.22518636947047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2392	9.19992284486731	1.83437338070805	1.74568100473597	1.05834234842213	0.213789665719427	2.94113030472108	1.0667374080973	2.19016505938801	1.97370890466979	1.32836358982564	1.84455478262419	2.17583065050092	1.64181538711074	0.949196458025261	2.13892684973602	1.85549857304125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0428831737045996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2393	9.19994684950198	1.74229430168815	1.57592087660631	1.24273038737881	0.892595393782407	0.667965806044142	0.976388278293367	1.12888551804321	0.738648671305394	1.54267402201922	0.783342596870588	0.513806929251263	0.874848941819652	1.29857006043847	1.45939483649574	0.881885042727133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.055764206131919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2394	9.19994557974093	1.85239266258036	1.71801206305629	1.14101257776713	0.546202693523387	1.38132160945624	1.04560225138335	2.71457016432728	0.534094455060994	1.85287009625266	0.408207241938657	1.59234388401801	0.905384742785848	0.978665297395902	0.569576855159147	1.48798178941718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2395	9.19997871101465	1.7305527420997	1.30367920500003	1.16335572871616	0.567050647340448	1.54312769288087	0.973948886840558	1.55639134044484	0.560816936837938	1.12188500606064	0.814223435779396	0.916743157267087	1.02569742115135	0.739817476700899	3.74868803964478	0.518685819358051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2396	9.19996272931026	1.78596848722362	1.44320051732338	0.806350724291439	0.403889690134005	2.09077035417865	1.20822794766109	2.81626354284696	0.643792446658037	3.69649407280283	1.69942566842805	0.938934279001261	1.49899734158553	7.72496358023393	1.00619230858332	1.8216698314545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2397	9.19997207990781	1.97340339749502	1.82490084684802	1.59418299745969	0.95482398264978	1.2705353104673	1.08724296378858	1.03144819274783	0.616744552197571	0.808725130111329	2.27934399631202	0.980252616540232	1.52439585821612	1.31017874415206	2.11622655282153	2.01621524300612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0277597662328223	0	
2398	9.19993145651439	1.79746444858053	1.60221822639648	0.837912082202064	0.556957266043647	0.974625808009204	1.18916811510337	0.969369247366683	1.45052332440049	2.85209179965423	0.596261286633789	0.66384605419386	1.10325157398568	1.10876177648877	2.70177172793796	1.41219082889867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.532960453051532	0	0	
2399	9.19994237179275	2.30958620231006	2.13775387590692	1.44694261676884	0.693190877812708	0.571917043707643	1.13801674228895	1.79843326131551	0.989515631770026	1.72084262406326	0.841532628406716	1.56141089186232	1.43768458873457	1.2287246718407	1.16018141275228	2.17870043405799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.241712024982619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2400	9.19999122764742	1.92258806649551	1.87964205976085	0.757719451346338	0.108625416036137	3.39749778795174	1.13766855125805	1.89852014847128	2.40026809299047	3.17651589640679	2.02053911002748	2.54916575021741	3.15364211332971	2.20237071608808	1.34276471382772	1.52888346337504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2401	9.19990571966759	1.86908109166149	1.60094601904665	0.750494445989075	0.167880102082993	1.20927477586364	0.867859234353267	1.67028869942836	2.3092335416503	2.48032326759162	2.53103169791664	0.83194895998868	2.89947691162987	0.570079631903041	1.71844690069655	1.01700688022456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0277014176714151	0	0	0	0	0	0	
2402	9.19997246219772	2.0214837353299	1.57293260021202	0.795016066709698	0.5267962912185	2.11199942779525	1.04605562155668	2.55392914218667	2.40961223257411	3.5280684295263	1.49130492433264	1.41316970570697	2.59942130690503	2.05557732621964	1.49511097367121	1.8457867708625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2403	9.19996125990527	2.16623119188009	2.16016302066074	1.533990509992	0.398125983654011	5.29229642482943	1.08704336891661	7.07028524684239	6.32793226433318	1.95271329321853	6.97659518462489	2.31185789171737	2.71074087370764	4.16155522462997	4.88050363234554	2.54419300531555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.217751272484941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2404	9.19993668945807	1.95153321801642	1.60970530286477	1.17026755180575	0.173072310947031	1.04820665919862	1.03330333738446	1.42395744385401	3.76954285902987	0.79667781252491	1.24476900774304	2.28691388669901	1.57885072385287	3.39003054421706	1.7868376674581	1.02094699025895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.238107258473207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.597717187245606	0	0	0	
2405	9.19998667207317	1.85802196177386	1.66634110166491	1.1524408975268	1.02690047702004	1.01661070497182	1.19596601752089	1.20383265612332	1.18394540327123	1.20593004301262	1.7097305999136	0.485897181509544	1.57769694033029	1.43136969070665	2.06056807126858	1.46015494281892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0474468428793449	0	0	0	0	0	0	0	0	0	0	0	
2406	9.19991709465366	1.82210666219974	1.47200464771479	1.02626961944731	0.62501517474363	0.54932570262626	0.965619218880562	1.50729932309024	0.792623789056188	1.48846034470073	0.886467962452999	0.499825173395921	1.19075728292132	0.587396341257075	0.565163500694857	1.0602914906673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.259729066254827	0	0	0	0	0	0.0696264927682016	0	0	0	0.177271465654463	0	
2407	9.19997309870834	1.54470219480903	1.54385454042528	1.30438188433427	0.852278110753096	0.687451059232404	1.48347767176979	1.57916591457978	0.763992652749595	1.41384166514756	2.94707541927865	0.945468312225213	0.623891502378216	1.63970358307006	1.4573844700669	1.31743167713909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2408	9.19999109229882	1.97010766086117	1.90307638226586	0.560968439515803	0.164218060770827	1.0519769185105	1.2460257767709	2.03136980182986	1.21714058653516	3.30863567965208	2.19435204086821	1.65296890427808	4.08141783156179	1.78827927925402	0.623391379413394	1.40560842124839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0457424156178738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0559919422983385	0	0	0	0	0	0	
2409	9.19997448353199	2.07315442947269	1.86942324849734	1.3591588115722	0.422256317700968	1.42820833608007	1.02057114588522	1.42307674329245	0.806943398626281	2.4355404887892	1.82143642562	1.71135023429507	1.59072159165873	1.16730515693649	2.70805377389306	1.31893590127994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.373561496364565	0	
2410	9.19994381353387	2.01983906681617	1.83654579342867	0.799749731878202	0.143117817532355	1.51888550281086	1.06474128642994	1.01147848209183	3.30211517233451	2.36485549286474	2.58161743835645	2.27320716914592	4.9547073611765	3.0353639533002	1.09303279017019	1.50902385164828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.840846572301193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2411	9.19998693714458	1.63241040015956	1.6201136669726	1.27339640449982	0.693672773105359	2.09811271882775	1.09848808626662	0.546084572960986	3.68520493484673	0.922134779615063	3.01872264935854	1.91669569056611	2.45371259732004	1.77670681929156	0.589262954829742	0.742978381433621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2412	9.19996755077343	1.94961856996521	1.58988233670833	1.52199608878635	0.495675885533855	1.41635908925025	0.963976068608157	0.86970735590088	0.678610913384985	0.670342670253174	1.31985283009437	1.32778777028161	1.04507713098359	0.428030391966212	0.350267227484125	0.738437538305805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0261893896606586	0	0	0	0	0	0	0.377274531457383	0	0	0	0	0	0	0.354832343861547	0	0	0	0	
2413	9.19993544483087	1.70896249080612	1.40878157886551	1.0217174901139	0.0342831181625216	0.509193210959714	1.21202967324441	6.27205223216726	1.0531476964285	1.28253727637712	1.47124671804894	2.96559934088363	2.05845571609878	1.4684282799285	1.60159464017028	1.73290096054069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.196379916755105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0386248764694128	0	0	0	1.6782053000092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2414	9.19992472367518	1.80159200571535	1.54505083076007	1.01479500766202	0.540853084022423	1.25031805450376	0.887427096513512	0.92567269235514	1.64844655180251	3.33249702149806	1.02001461054196	0.675783876664771	0.567359243719735	1.22949217276147	0.528561562430068	1.06905969811086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2415	9.19994629696151	1.82893808903069	1.5677228714708	1.22712390944837	0.474520707882618	0.621236029029822	1.20305762942387	3.21220189746682	1.54232070699025	0.85435494464024	1.12082847590191	1.30625367629423	0.633009304778605	0.95985230491003	0.938026408982006	0.942027344911121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0132911593952489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2416	9.19991088271838	1.52251334483534	1.50090902414538	0.903402565927903	0.613615794118535	0.726763977435839	0.992078663577776	1.80658196506719	2.29798896352038	2.2508077044011	0.776102699347912	1.40645650897923	1.60859588496002	1.05619935846489	0.954074135839414	0.864337513610895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2417	9.19990527646965	2.44328214578716	2.2459085207268	1.4610240481047	0.391213723011682	2.14925151759622	1.40734425129985	2.61056915040893	4.89895819937468	4.04192027547043	4.42517692250614	2.51596738252802	3.07461268090591	3.65811910989688	2.2146981675313	3.50749623397806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2418	9.19993390976773	1.86927365981106	1.15541685658517	0.907610042350351	0.575014831680251	1.59937544944576	1.02457618123869	2.48348390468564	1.03535367573328	0.805979946928341	0.89037476089411	0.536171089979653	0.587158757246142	1.25495333679667	1.28899558824062	1.56785179322549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.135546970066317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2419	9.19999816664366	2.15135697465276	1.76085364314869	1.50772209734392	0.762762571922042	2.03953687415735	1.12661352404454	3.43319872239394	0.689440307547983	0.805756912287783	1.405060068065	1.87190575261119	1.73748681601554	1.16082306150527	0.996771633816537	2.22202776450813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.183701671339586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2420	9.19998823328792	1.75982677870279	1.73345357307582	1.03635577070832	0.796087346401124	0.937607350077574	1.14089867800185	0.756980662655761	2.0772596357028	2.43851705621082	1.03400765325546	0.639395723221172	0.487698223206481	0.879794225840704	0.991143638871594	1.11246984532774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0397656949085167	0	0	0	0	
