sample	height&met_zeb:neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	height&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	height&neo_gra:neo_mar	height&neo_bri:neo_oli:neo_pul	height&neo_oli:neo_pul	Ne&met_zeb	Ne&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	Ne&neo_gra:neo_mar	Ne&neo_mar	Ne&neo_gra	Ne&neo_bri:neo_oli:neo_pul	Ne&neo_bri	Ne&neo_oli:neo_pul	Ne&neo_oli	Ne&neo_pul	Ne&met_zeb:neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	mig&met_zeb&neo_bri	mig&met_zeb&neo_gra	mig&met_zeb&neo_mar	mig&met_zeb&neo_oli	mig&met_zeb&neo_pul	mig&met_zeb&neo_oli:neo_pul	mig&met_zeb&neo_gra:neo_mar	mig&met_zeb&neo_bri:neo_oli:neo_pul	mig&met_zeb&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul	mig&neo_bri:neo_gra:neo_mar:neo_oli:neo_pul&met_zeb	mig&neo_gra:neo_mar&met_zeb	mig&neo_gra:neo_mar&neo_bri	mig&neo_gra:neo_mar&neo_oli:neo_pul	mig&neo_gra:neo_mar&neo_bri:neo_oli:neo_pul	mig&neo_mar&met_zeb	mig&neo_mar&neo_bri	mig&neo_mar&neo_gra	mig&neo_mar&neo_oli	mig&neo_mar&neo_pul	mig&neo_mar&neo_oli:neo_pul	mig&neo_gra&met_zeb	mig&neo_gra&neo_bri	mig&neo_gra&neo_mar	mig&neo_gra&neo_oli	mig&neo_gra&neo_pul	mig&neo_gra&neo_oli:neo_pul	mig&neo_bri:neo_oli:neo_pul&met_zeb	mig&neo_bri:neo_oli:neo_pul&neo_gra:neo_mar	mig&neo_bri&met_zeb	mig&neo_bri&neo_gra	mig&neo_bri&neo_mar	mig&neo_bri&neo_oli	mig&neo_bri&neo_pul	mig&neo_bri&neo_oli:neo_pul	mig&neo_bri&neo_gra:neo_mar	mig&neo_oli:neo_pul&met_zeb	mig&neo_oli:neo_pul&neo_bri	mig&neo_oli:neo_pul&neo_gra	mig&neo_oli:neo_pul&neo_mar	mig&neo_oli:neo_pul&neo_gra:neo_mar	mig&neo_oli&met_zeb	mig&neo_oli&neo_bri	mig&neo_oli&neo_gra	mig&neo_oli&neo_mar	mig&neo_oli&neo_pul	mig&neo_pul&met_zeb	mig&neo_pul&neo_bri	mig&neo_pul&neo_gra	mig&neo_pul&neo_mar	mig&neo_pul&neo_oli	
774	9.19990987280554	2.1786452546342	1.20356026635359	1.32498299637507	0.902001868029566	0.670467230380841	0.981300992053219	3.15643203000754	0.445727445964285	1.35349489215443	1.2791674888764	1.82391247464896	0.608642749008344	1.66789775101126	2.72260744843334	1.22077599569842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.228461746024335	0	0	0	0	0	0	
775	9.19993601385096	1.73723727645184	1.08417067221464	1.55146139323761	0.33922186771528	1.86705500845078	1.02901755658618	1.25115030629666	1.12360438196596	0.784863818318889	0.875307199322112	0.983831537295064	1.28022288729913	2.23762871610968	0.892441253100852	1.18149072120973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.365495888885456	0	0	0	0	0	0	
776	9.19991288504854	1.9533524453806	1.33188343506472	1.36426346206179	0.564711598234261	1.36475129181156	1.22438351612959	1.60825100528949	1.43197806523884	3.13594895498222	1.32529981835212	0.700354176189738	1.34350322722831	1.7989083951473	1.53392561668983	1.06115228240767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.299367700926789	0	0	0.142500073997417	0	0	0	
777	9.19997046544055	1.80323418751035	0.6436624854264	1.02780456519381	0.441499635314432	2.66523135734908	1.35286276002604	8.97159899706283	1.39577662674833	1.80059037077943	1.65160177195521	1.49905228716525	1.91871992490294	1.39246239434703	1.16618841119933	1.5973725879497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
778	9.19995280215401	1.96851507129753	1.33505805868964	1.42625731632292	0.214071330860646	2.14059408322011	1.35416574622118	7.21624007904555	1.66160164923389	2.61728380374712	2.38566547287381	2.67841010844229	2.53682455392909	2.3862569712932	2.36925850518245	2.15329950598635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.254025937429654	0	0	0	
779	9.19994956279099	1.97470834144449	1.62441341806266	1.69718816251381	0.437722927737485	0.868063862368054	1.11763314530442	1.79277594516133	1.78594293210398	1.1578834236843	1.24790473165134	0.68536635177143	1.12733757625517	1.28387266929237	2.0729082519492	1.80841746691899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.385023205948749	0	0	0	
780	9.19996160965613	2.15437274251652	0.436338940777198	0.8297729320034	0.284479731068844	3.04544382506966	1.19885680200106	5.90646635166412	2.48923328775069	4.00762254087835	2.10716667585594	4.42243839402383	3.43702725606282	4.52379979996524	5.12397697442063	1.84266437988847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
781	9.1999684698659	1.8665276538744	1.75767267848812	1.77846739286727	0.471924141033589	1.41336073852972	1.23671579855567	0.994470791785664	0.535234319235059	2.12185924377367	0.580046603409588	0.670770199803512	1.15114823692291	0.92860148373588	0.849390985115666	1.22714563123636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.260650316262677	0	0	0	
782	9.19996451276699	1.63357904632897	1.05286242329217	1.55478219904596	0.392512014208247	1.03669751971602	1.15805315616566	2.58703998140883	0.601024733592869	1.43429966603144	0.83306567174991	0.256231201289062	2.74073681496849	1.58024098972299	1.28728426642205	1.97006347739372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0321487871513818	0	0.250998682243291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
783	9.19996725190233	1.70029978278417	1.02272013940523	1.14343040380498	0.67376275690072	0.649470364086234	0.967927938808012	2.4404353336822	0.610408842736221	1.61847129551254	1.06938882907353	0.43240419894216	0.748224243509769	0.375283999956022	0.411993028959408	0.624360245400814	0	0	0	0	0	0	0	0	0	0	0	0.275519945988319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
784	9.199920081306	1.73472262492043	0.869216143074846	1.17538639521368	0.248037881396046	2.18406137849209	1.18794907835943	2.74385428318873	9.59335473434031	1.20728727928004	0.933313045716637	0.723032463596995	4.03955466638564	1.02423668821977	2.15360245920383	1.6765555226619	0	0	0	0	0	0	0	0	0	0	0	0.113512569018833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
785	9.19997161921511	1.48115925345145	1.17704732037883	1.25587270698237	0.472433863122489	1.22418407987257	1.12920281386321	1.34378345224747	3.38786505489851	3.61879054119397	0.918775301345391	3.57853682280031	1.17355189047495	2.68352317411031	0.904376794816935	0.794254882013811	0	0	0	0	0	0	0	0	0	0	0	0	0.921227310908662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.190651518877178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
786	9.19992406290309	1.72684465641953	1.23627222026518	1.41174170733421	0.217959281601326	2.80701280099705	1.26973793487123	2.93188627180639	1.4720168781649	2.02936183449884	1.26693614091324	2.6630373875811	2.15086718501849	2.4901645073928	1.74017132558949	1.347307916315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.149799590459741	0	0	0	0	0	0	0	0	0	0	0.344295158399091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
787	9.19995227420966	1.95125863928161	0.8811278252944	0.896969050021196	0.151519117079513	2.38419408340883	0.993644984752889	2.8573687869707	1.83364041538641	3.19022109321004	2.77563645939022	2.07705172302307	1.69983514598699	1.17003629659678	3.70072124149774	1.46207527450218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
788	9.19994044994026	2.07333689041983	1.1199935088016	1.37152929287576	0.0580957996476453	1.21558511589017	1.2017935235371	3.43286827607615	0.760664468252482	2.90340674936975	4.70613415879663	2.2907805543789	4.33126913848991	1.79882701844171	2.19632627119463	2.38810442024721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
789	9.19997300384163	1.5837730209452	0.938711228668462	1.08826647459726	0.424102842091707	1.81990731764986	1.57654863225872	1.4725208054963	1.38292035784301	1.64779428299787	1.09362885939346	1.20331813964031	1.26501094147307	1.80813043238106	1.28490717435287	1.66952374936777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
790	9.19998948291858	1.5314626019374	1.1279610017901	1.40540011905807	0.515432614478902	2.16098019852966	0.916506806719385	1.87518899287839	0.942780274364534	1.00753403395253	1.64968456978473	1.49270371467286	0.794580199857658	1.38998143911338	1.18291263831131	0.392963371957962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.336659208714914	0	0	0	
791	9.19999017781883	1.7898820661345	1.05918638082694	1.24376372245303	0.423812451047251	1.48549568562683	1.12871294958496	3.53020771012938	1.85414045508281	1.11390203735288	3.0466352600135	2.73216197327017	1.9160227881009	2.01269011648563	0.980297581939952	1.66870721398209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
792	9.19993091434223	1.84808681041446	0.747082118843229	1.02843223574174	0.237731766650278	2.22373858017507	1.42248205579502	3.18922970109382	2.11884410112304	1.29601610646843	2.37607719106852	2.83121320144373	1.32791392450863	1.4547839778221	2.77031301235729	1.8569578257892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
793	9.19999501925943	1.42670949430558	0.878532116950496	1.01415021495664	0.332405500850471	2.48065022856827	1.14510384238704	3.56846237528111	1.40337895616672	0.996347757870212	1.24369642682897	2.99710811454964	1.56545456381818	9.32985611404905	1.58225100524937	0.956194004761951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
794	9.19992136498489	2.05025246436599	1.76932572477802	1.80698395844859	0.79534997220117	1.95838463052696	1.18264830030668	1.82221969843202	1.16414195060582	3.32342512299487	1.0490869154675	1.63665733352339	2.1665815706744	1.48494885125883	1.18806175686098	2.42745797890411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00887451213890419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
795	9.19993291776137	1.65813665579511	0.961054192427921	1.43023416427891	0.0313960900066268	4.11780003007826	1.37631786896868	4.71052563738987	2.71427830990342	3.65016852458751	2.01149435671763	1.56756654032147	1.48888406654766	5.7387013566059	2.5067440029392	1.66729860820501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0987876563955837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
796	9.19991157962469	1.61210233154249	1.1235014631848	1.16885614824744	0.725474692727159	2.60764014290536	1.11705901489009	2.24021595653866	0.541236170232447	1.50495517319362	0.973083319223583	1.06169995390948	1.07197381468419	2.70434867151451	0.625561827563909	1.11004307522115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
797	9.19997657081553	1.75278408671632	1.00603286335603	1.66183082419336	0.546389177916688	1.19043503215531	0.98570017726688	3.17847476820419	0.77204998496904	2.82157391178551	0.369669936563066	0.653300030052236	2.65108729980433	1.79244034793608	1.83478207118902	1.29204321987024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00685212176080769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
798	9.19993224152526	1.99383043159997	0.889146118667133	1.35857420624341	0.346430063243324	1.58181058996014	1.31753912026501	6.48336666996635	1.10870169283516	2.80550584315233	2.07591208249067	2.86572889052863	3.89949173511833	1.13038884747396	0.947552063629633	1.61280814717423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
799	9.19992891236782	1.5543969252383	1.04095201805688	1.05415221440016	0.330776557100832	0.907729987549474	1.10471876252425	3.05158797540225	1.66132626025012	0.477629915292352	1.03103529469092	0.873556635205492	1.80622162599838	3.3536471161218	3.02116116552697	0.755556266336277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0747878541900664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
800	9.19992968581767	1.89215885712934	0.992672320423986	1.1037639713239	0.309269389768666	1.64555318075853	1.18474443282207	2.09570539060684	0.803460777881981	2.64315939854578	3.07697884645928	2.86801364709869	1.09176279430365	2.96592085026482	6.63145913309962	1.67755366042746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.681304740429414	0	0	0	0	0	0	
801	9.19998106603545	1.68274941793475	0.543438103814607	1.21180767629135	0.323232674006386	1.4293350868835	1.35787947846032	3.51826795713197	1.3634770309229	3.31754795905386	1.4024216335895	1.92615078792221	3.18250911577127	2.99235465984111	2.33515967450467	1.51221445875419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
802	9.19992725891718	2.34414332849711	1.54460092088964	1.93267077432563	0.820620627247124	0.561459073903538	1.04286078992076	3.0171693594012	1.05702036122341	0.88784511546236	1.42049240679421	0.960373755609381	1.21413292052242	1.30477345364466	1.98971731224344	1.64898674095813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0431828222634987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.104986275129359	0	0	0.395192996851056	0	0	0	
803	9.1999379242116	1.72162247739544	1.28032402002329	1.46661177817732	0.342985075152511	1.62989685241077	1.41975699168624	2.03925006799845	2.05323685697939	1.13648542205077	0.81345146659666	0.723091655261127	1.88460716447073	1.41878048037547	2.32688791859728	1.69083904214392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.386025580100082	0	0	0	
804	9.19999156664089	2.20288184725204	1.77601834079931	1.89024983182504	0.533917086989487	2.35488210196707	1.20625133280221	2.0757006649845	4.80343041242663	1.57529106034164	2.31719265895638	2.36763014708717	1.21702998503767	1.10625171716752	2.8786895940989	2.3749098546345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.410166312088775	0	0	0	
805	9.19995600654393	1.84598804025628	0.981032114127916	1.20963936837375	0.30647042259037	0.692872237338561	1.00685134689738	4.41690926594445	0.624747647098805	1.45576485058835	2.05270427558223	0.702695613278812	1.38529533455924	0.527286599836369	1.8602981265688	1.53115175550898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.161268815558786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
806	9.19991613886885	1.49428614590821	1.32114077809674	1.34183059898362	0.806815894514205	0.583443902939356	1.08015747335727	1.17196825480781	0.73930786793214	1.2896034087431	1.03404010364583	1.84739083485959	0.813051913825225	1.43198436645907	1.87104096081422	0.93449664933847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
807	9.19995781588901	1.93807511579502	1.45876343021959	1.52520935580606	0.746211601957849	0.928220536505424	1.09005369310624	2.91066246849966	2.55259839491216	3.99491682806942	1.84598690717635	0.643252445624119	0.74653024054944	3.19872982501231	0.937798892486496	1.80171850700121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00355617871386995	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41089237487022	0	0	0	
808	9.199954791503	2.01050778754413	0.692938632179546	1.24638095549893	0.247827165797039	1.81318873539852	1.22184907576318	3.67571581898821	3.19394615843959	3.84856519463198	1.42462957592087	3.00162104133415	1.5349947517203	4.78236987344526	2.10239095919507	1.60746099131504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.17193799449473	0	0	0	
809	9.19992093130251	1.89749674078878	1.66005753874528	1.71288269728844	0.263902230722139	0.771656321159588	0.996201229794437	1.69375796965818	1.28609004959575	2.81829517158721	0.714524495851899	0.867779897905001	1.50943084974552	2.59698112011377	1.97859120733899	1.83661164003161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.506669960967987	0	0	0	
810	9.19994360956454	1.75998511235117	0.966998677625516	1.55693521669488	0.250667728075639	1.91890388233424	1.10572360097154	2.27544895436908	1.29603231051026	6.09618231214742	0.759460841974451	2.05248656512465	2.75889664317691	2.08880115111932	0.846271461346498	1.24813960293836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
811	9.19997033845433	1.75308999716365	1.355148930123	1.48461981256881	0.240802223209845	1.12477549374565	1.19289908273515	1.66286597315063	2.07294285234769	0.434649319733657	1.39905556893456	1.18167543420848	2.08380432019809	2.26349363697229	1.45145269832917	1.73970299113023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0337089545605996	0	0	0	0	0	0	
812	9.19994059577925	2.37200744373084	0.817026295454477	1.73043671736368	0.778426437147131	2.66733825763915	1.01389714613729	5.29103190350328	2.49214111819628	1.77094528240944	2.75372927615507	3.25148731224058	0.798841647150733	1.57700536568684	1.80563216034612	2.19038394504561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.392585719952008	0	0	0	0	0	0	
813	9.19994702656638	2.08258318366543	1.10153563683483	1.32082532731136	0.623805007691646	0.732689256774107	0.865676734924706	1.96416394646178	0.386809184748867	1.1355136977097	1.93167868993298	1.16887496440469	0.589226622559745	2.31770540178662	0.82882310710788	1.40461824114278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19294964851702	0	0	0	0	0	0	
814	9.199954415799	1.80667473862165	1.39135476266812	1.40528983300415	0.271640264039955	2.11451555249849	1.00965285910471	1.52920422815154	1.15908844733785	0.658167211092582	1.04598260253129	1.07899390809063	1.58599747838052	0.407844858580935	1.03120014026614	1.46639669194825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.498911488535642	0	0	0	0	0	0	
815	9.19996468314722	1.96902779213198	1.4859542673165	1.54081882056434	0.867133244507525	2.66245558360671	1.28978143686497	3.31649884647829	1.31255514656206	0.710524363216974	1.58200074170169	2.14180796838243	0.969234796919967	3.01513195479484	1.97259082004823	1.88867772067898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0389928108195598	0	0	0	0	0	0	0	0	0	0	0.0131368367520877	0	
816	9.19998599906072	1.61038576615237	1.3542219105541	1.43959222852457	0.170703798007813	1.06706448583678	1.1596140057265	0.933144817498296	2.72787031119317	2.52182423153502	1.2982543194846	1.17931851853447	1.29560355243712	1.00651258579656	1.79438224465436	0.84371622215202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.756573587498	0	0	0	
817	9.1999906880405	1.89889901789284	0.998667973974189	1.28025291108099	0.245992553448682	1.6676349741204	1.08782949153011	2.70774366642326	3.50693884675984	1.28949383964946	2.16910435588745	1.25756991698742	2.06719288415392	2.38909042791542	2.06771514985603	1.30643418916616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.185156931782	0	0	0.0583662590766914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0374619890804827	0	
818	9.19990564171263	1.77202775881089	0.945564768219315	1.37190235134576	0.175271964429093	1.62574579685167	1.09662516586824	2.42301680528779	2.42195347915407	2.02875797236543	0.877227542262492	1.71005047212028	2.37132745348674	3.86142444289617	1.09086536521715	0.935688659299269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.155728196319787	0	0	0	0	0	0	0	
819	9.19999700309834	1.8354886127791	1.15168507018108	1.22627283703986	0.567034415801497	1.22462328565834	1.36807823405663	2.67432363409005	2.09377618900145	1.66872141357495	1.48605982930866	1.98952463109618	1.28047000862623	2.94030395550413	3.14785427551793	2.17513752745631	0	0	0	0	0	0	0	0	0	0	0	0	0.422045728875647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
820	9.19995542365935	1.76382215580867	1.43261802740367	1.50248197668598	0.69830978299233	0.73353219519793	1.10001881958447	1.57490250962378	1.14800448718357	0.63690900072317	0.805600782846974	0.486034966751635	1.07271414678519	0.548835741365982	1.24354231891733	1.20715711237095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0440724318309307	0	0	0	0.147227210918442	0.061819470736503	0	0	
821	9.19998523971676	2.04944134579575	1.23538160291055	1.39447690480932	0.765554035931551	4.06951263210326	1.26363889485425	3.37335205990159	2.64201491182351	1.19173100544814	2.76706420090467	1.17289080293295	0.917124955033396	1.76375197222534	5.92598937560527	2.64096657120353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.334696149516109	0	0	0	
822	9.1999466073899	1.88302288755089	1.49563935046537	1.80475398900244	0.49153261929688	0.72169953579339	1.13841206147638	1.81235238368332	1.23472925419039	1.80988872042007	2.63879602459539	1.15522146746709	1.59001352092223	4.2756225423753	2.93999972697151	2.03691607878858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00150652037276624	0	0	0	0	0	0	0	0	0	0	0	0	0.468619122543745	0	0	0	
823	9.19993671465307	1.946623847696	1.12001229691691	1.3680085388811	0.629869734238718	1.56197967270427	1.24518527311731	2.54877501924928	0.797550730691311	1.03603194907371	1.06894936432468	1.08144538424984	1.11807457576139	1.32212464984047	1.18904949979827	1.94167806891336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12685459719967	0.243366713167913	0	0	0	0	0	
824	9.19992190169975	1.75941872541446	0.73200998186486	1.15443970541574	0.370445532501757	1.11149554220958	1.04828397897691	3.84205111333943	0.686538160353068	1.13812254554717	1.05809960590967	1.97744585741966	1.67843426558111	1.69940777941352	1.24992043770339	0.957086136545542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0694636856003575	0	0.363793851281767	0	0	0	0	0	0	
825	9.19995129310184	1.8697382186878	0.953971248676752	1.16528677473885	0.543637112915964	0.734581258894437	1.09483951590934	3.20704111405005	3.27259577628806	2.09325323487233	1.224671504161	0.415557369726981	1.06376376548167	1.60832353161125	1.66118886007148	1.65572926644699	0	0	0	0	0	0	0	0	0	0	0	0.327477083916668	0	0	0	0	0	0.0216893014925856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
826	9.19995942130898	1.53515076021272	1.29410876077919	1.36696331670541	0.713360096241879	1.48482933592902	0.921007833228861	4.51780072291812	1.28294086108269	1.41912290496633	1.19020425146273	0.756049502785403	0.995647633239961	0.9800611213863	1.02863838207358	0.79671972298395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.117366298992952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
